instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,cnt_hour,konsistensi,avg_casual_hourly,avg_registered_hourly,avg_humidity,avg_windspeed,avg_temp,avg_atemp
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,653,4186,4839,4839,True,27.208333333333332,174.41666666666666,0.6991666666666667,0.17288333333333336,0.6166666666666667,0.5745125
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,830,4372,5202,5202,True,34.583333333333336,182.16666666666666,0.6475,0.206475,0.5641666666666667,0.5448291666666666
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480,1949,2429,2429,True,20.0,81.20833333333333,0.75375,0.29229583333333337,0.41,0.41286249999999997
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,616,2302,2918,2918,True,25.666666666666668,95.91666666666667,0.7916666666666666,0.22201249999999997,0.3566666666666667,0.34531666666666666
276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,3570,True,13.75,135.0,0.7608333333333334,0.08334583333333334,0.3841666666666667,0.39204583333333337
277,2011-10-04,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486,3970,4456,4456,True,20.25,165.41666666666666,0.71,0.20585416666666667,0.4841666666666667,0.4728583333333333
278,2011-10-05,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,559,4267,4826,4826,True,23.291666666666668,177.79166666666666,0.6479166666666667,0.17725000000000002,0.5383333333333333,0.5271374999999999
279,2011-10-06,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,639,4126,4765,4765,True,26.625,171.91666666666666,0.6208333333333333,0.13495416666666668,0.49416666666666664,0.48042500000000005
280,2011-10-07,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,4985,True,39.541666666666664,168.16666666666666,0.6841666666666667,0.022391666666666667,0.5108333333333334,0.5044041666666667
281,2011-10-08,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,5409,True,93.125,132.25,0.7012499999999999,0.04540416666666667,0.5216666666666666,0.5132416666666667
282,2011-10-09,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,5511,True,99.875,129.75,0.7275,0.06344999999999999,0.5408333333333334,0.5239833333333334
283,2011-10-10,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,5117,True,63.083333333333336,150.125,0.73375,0.04230416666666667,0.5708333333333333,0.542925
284,2011-10-11,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,667,3896,4563,4563,True,27.791666666666668,162.33333333333334,0.80875,0.14304166666666665,0.5666666666666667,0.5460958333333333
285,2011-10-12,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,217,2199,2416,2416,True,9.041666666666666,91.625,0.90625,0.24815,0.5433333333333333,0.5177166666666667
286,2011-10-13,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,290,2623,2913,2913,True,12.083333333333334,109.29166666666667,0.8966666666666666,0.14178749999999998,0.5891666666666667,0.5518041666666667
287,2011-10-14,4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,529,3115,3644,3644,True,22.041666666666668,129.79166666666666,0.71625,0.22388333333333335,0.5508333333333334,0.529675
288,2011-10-15,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,5217,True,79.125,138.25,0.48333333333333334,0.25808333333333333,0.5066666666666667,0.49872500000000003
289,2011-10-16,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,5041,True,72.83333333333333,137.20833333333334,0.48666666666666664,0.28171666666666667,0.5116666666666667,0.5031541666666667
290,2011-10-17,4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,713,3857,4570,4570,True,29.708333333333332,160.70833333333334,0.5795833333333333,0.17537916666666667,0.5341666666666667,0.510725
291,2011-10-18,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,637,4111,4748,4748,True,26.541666666666668,171.29166666666666,0.7016666666666667,0.1100875,0.5325000000000001,0.5227208333333333
292,2011-10-19,4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,254,2170,2424,2424,True,11.043478260869565,94.34782608695652,0.8952173913043479,0.2433391304347826,0.5417391304347826,0.5138478260869566
293,2011-10-20,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,471,3724,4195,4195,True,19.625,155.16666666666666,0.63625,0.42227499999999996,0.47583333333333333,0.466525
294,2011-10-21,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676,3628,4304,4304,True,28.166666666666668,151.16666666666666,0.5741666666666666,0.22139583333333335,0.4275,0.42359583333333334
295,2011-10-22,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,4308,True,62.458333333333336,117.04166666666667,0.6291666666666667,0.09266666666666666,0.42250000000000004,0.42549166666666666
296,2011-10-23,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,4381,True,67.45833333333333,115.08333333333333,0.74125,0.0995125,0.4216666666666667,0.4223333333333333
297,2011-10-24,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,699,3488,4187,4187,True,29.125,145.33333333333334,0.7720833333333333,0.11879166666666667,0.4633333333333334,0.4570666666666667
298,2011-10-25,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695,3992,4687,4687,True,28.958333333333332,166.33333333333334,0.6229166666666667,0.16665833333333332,0.4716666666666667,0.46337500000000004
299,2011-10-26,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,404,3490,3894,3894,True,16.833333333333332,145.41666666666666,0.7204166666666666,0.14864166666666667,0.48416666666666663,0.47284583333333335
300,2011-10-27,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,240,2419,2659,2659,True,10.0,100.79166666666667,0.8129166666666666,0.19776249999999998,0.47,0.4570458333333334
301,2011-10-28,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,456,3291,3747,3747,True,19.0,137.125,0.5858333333333333,0.22947916666666668,0.33083333333333337,0.3188125
302,2011-10-29,4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,57,570,627,627,True,2.375,23.75,0.8825,0.35137083333333335,0.25416666666666665,0.2279125
303,2011-10-30,4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,3331,True,36.875,101.91666666666667,0.62375,0.17661666666666667,0.31916666666666665,0.32132916666666667
304,2011-10-31,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,3669,True,15.083333333333334,137.79166666666666,0.7033333333333333,0.10635,0.34,0.3560625
305,2011-11-01,4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,4068,True,17.083333333333332,152.41666666666666,0.68375,0.13557083333333333,0.4008333333333333,0.39708750000000004
306,2011-11-02,4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,4186,True,15.416666666666666,159.0,0.71875,0.08209166666666667,0.3775,0.3901333333333333
307,2011-11-03,4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,3974,True,13.25,152.33333333333334,0.7020833333333334,0.13681666666666667,0.4083333333333334,0.40592083333333334
308,2011-11-04,4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,4046,True,19.583333333333332,149.0,0.6224999999999999,0.2717791666666667,0.4033333333333333,0.40339166666666665
309,2011-11-05,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,3926,True,48.166666666666664,115.41666666666667,0.5191666666666667,0.1890625,0.32666666666666666,0.32385416666666667
310,2011-11-06,4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,3649,True,39.666666666666664,112.375,0.7345833333333333,0.09205416666666666,0.34833333333333333,0.36235833333333334
311,2011-11-07,4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,4035,True,15.541666666666666,152.58333333333334,0.75875,0.057225,0.395,0.40087083333333334
312,2011-11-08,4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,4205,True,15.666666666666666,159.54166666666666,0.7216666666666667,0.0690375,0.4083333333333334,0.41224583333333337
313,2011-11-09,4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,4109,True,12.708333333333334,158.5,0.7583333333333333,0.06219583333333333,0.39999999999999997,0.40907916666666666
314,2011-11-10,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,2933,True,7.916666666666667,114.29166666666667,0.8133333333333334,0.1890666666666667,0.37999999999999995,0.37372083333333334
315,2011-11-11,4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,3368,True,18.333333333333332,122.0,0.44625000000000004,0.314675,0.32416666666666666,0.3068166666666667
316,2011-11-12,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,4067,True,53.125,116.33333333333333,0.5529166666666666,0.21206250000000001,0.3566666666666667,0.35794166666666666
317,2011-11-13,4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,3717,True,41.833333333333336,113.04166666666667,0.4583333333333333,0.28172083333333336,0.44083333333333335,0.43055
318,2011-11-14,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,4486,True,24.791666666666668,162.125,0.5870833333333333,0.30659583333333335,0.53,0.5246125
319,2011-11-15,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,4195,True,18.708333333333332,156.08333333333334,0.6887500000000001,0.19963333333333333,0.53,0.5075791666666667
320,2011-11-16,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,1817,True,6.041666666666667,69.66666666666667,0.93,0.13682916666666667,0.4566666666666667,0.4519875
321,2011-11-17,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,3053,True,5.791666666666667,121.41666666666667,0.5758333333333333,0.3053625,0.3416666666666666,0.32322083333333335
322,2011-11-18,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,3392,True,10.208333333333334,131.125,0.41,0.16853333333333334,0.27416666666666667,0.27272083333333336
323,2011-11-19,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,3663,True,39.291666666666664,113.33333333333333,0.5020833333333333,0.22449583333333334,0.32916666666666666,0.32448333333333335
324,2011-11-20,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,3520,True,32.791666666666664,113.875,0.6845833333333333,0.18594999999999998,0.4633333333333334,0.45705833333333334
325,2011-11-21,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,2765,True,9.166666666666666,106.04166666666667,0.91,0.13805416666666667,0.4475,0.44506249999999997
326,2011-11-22,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,1607,True,2.875,64.08333333333333,0.9624999999999999,0.11879166666666667,0.4166666666666667,0.4216958333333333
327,2011-11-23,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,2566,True,4.666666666666667,102.25,0.7579166666666666,0.335825,0.44083333333333335,0.4305375
328,2011-11-24,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,1495,True,23.333333333333332,38.958333333333336,0.5491666666666667,0.16730416666666667,0.37333333333333335,0.3724708333333333
329,2011-11-25,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,2792,True,45.625,70.70833333333333,0.64375,0.09889583333333334,0.375,0.38067083333333335
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,3068,True,52.041666666666664,75.79166666666667,0.6816666666666666,0.06842083333333333,0.3758333333333333,0.3850875
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,3071,True,33.75,94.20833333333333,0.6983333333333334,0.20895416666666666,0.45916666666666667,0.4558
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,3867,True,11.0,157.1304347826087,0.7430434782608696,0.14212173913043477,0.5034782608695653,0.4901217391304348
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,2914,True,4.0,117.41666666666667,0.8308333333333334,0.25809166666666666,0.4583333333333333,0.451375
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,3613,True,7.833333333333333,142.70833333333334,0.6133333333333334,0.27115833333333333,0.325,0.31122083333333334
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,3727,True,7.583333333333333,147.70833333333334,0.5245833333333333,0.22015833333333334,0.3125,0.3055541666666666
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,3940,True,11.166666666666666,153.0,0.6258333333333334,0.10075416666666666,0.31416666666666665,0.3314333333333333
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,3614,True,29.416666666666668,121.16666666666667,0.6129166666666667,0.09578333333333333,0.29916666666666664,0.3106041666666666
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,3485,True,26.416666666666668,118.79166666666667,0.7758333333333334,0.08395833333333334,0.33083333333333337,0.34909999999999997
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,3811,True,9.708333333333334,149.08333333333334,0.8270833333333334,0.06220833333333333,0.3858333333333333,0.393925
340,2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,2594,True,5.25,102.83333333333333,0.9495833333333333,0.23258333333333334,0.46249999999999997,0.4564
341,2011-12-07,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,705,True,2.0833333333333335,27.291666666666668,0.9704166666666666,0.266175,0.41,0.40024583333333336
342,2011-12-08,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,3322,True,6.25,132.16666666666666,0.58,0.24005833333333335,0.2658333333333333,0.2569375
343,2011-12-09,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,3620,True,10.875,139.95833333333334,0.6958333333333333,0.08271666666666667,0.29083333333333333,0.31754166666666667
344,2011-12-10,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,3190,True,20.916666666666668,112.0,0.5075,0.23322083333333332,0.275,0.2664125
345,2011-12-11,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,2743,True,15.708333333333334,98.58333333333333,0.49,0.06654166666666667,0.22083333333333333,0.2531541666666666
346,2011-12-12,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,3310,True,5.958333333333333,131.95833333333334,0.6708333333333334,0.06344999999999999,0.2383333333333333,0.27019583333333336
347,2011-12-13,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,3523,True,6.458333333333333,140.33333333333334,0.59,0.14055,0.28250000000000003,0.3011375
348,2011-12-14,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,3740,True,7.416666666666667,148.41666666666666,0.66375,0.06095833333333334,0.3175,0.33836249999999995
349,2011-12-15,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,3709,True,7.541666666666667,147.0,0.6341666666666667,0.2680416666666667,0.42250000000000004,0.4122375
350,2011-12-16,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,3577,True,7.416666666666667,141.625,0.5004166666666666,0.260575,0.375,0.359825
351,2011-12-17,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,2739,True,11.458333333333334,102.66666666666667,0.5608333333333334,0.24316666666666667,0.25833333333333336,0.24937083333333332
352,2011-12-18,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,2431,True,9.166666666666666,92.125,0.58625,0.16977916666666668,0.2383333333333333,0.24557916666666668
353,2011-12-19,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,3403,True,10.833333333333334,130.95833333333334,0.6375000000000001,0.17289583333333333,0.27666666666666667,0.2809333333333333
354,2011-12-20,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,3750,True,9.0,147.25,0.5954166666666667,0.06157083333333333,0.3858333333333333,0.3964541666666667
355,2011-12-21,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,2660,True,4.458333333333333,106.375,0.8583333333333334,0.2214,0.4283333333333333,0.4280166666666667
356,2011-12-22,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,3068,True,9.458333333333334,118.375,0.7575,0.047275000000000005,0.42333333333333334,0.42612083333333334
357,2011-12-23,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,2209,True,6.791666666666667,85.25,0.6862499999999999,0.27424583333333336,0.37333333333333335,0.3775125
358,2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,1011,True,6.458333333333333,35.666666666666664,0.5425,0.1903041666666667,0.3025,0.2992416666666667
359,2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,754,True,13.173913043478262,19.608695652173914,0.681304347826087,0.1550913043478261,0.2747826086956522,0.2799608695652174
360,2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,1317,True,18.695652173913043,38.56521739130435,0.5069565217391304,0.23946521739130433,0.32173913043478264,0.31553478260869566
361,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,1162,True,4.291666666666667,44.125,0.7625000000000001,0.18845,0.325,0.32763333333333333
362,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,2302,True,11.08695652173913,89.0,0.5039130434782608,0.2939608695652174,0.2991304347826087,0.27997391304347824
363,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,2423,True,10.583333333333334,90.375,0.5741666666666667,0.11941249999999999,0.24833333333333332,0.2638916666666667
364,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,2999,True,20.458333333333332,104.5,0.6366666666666666,0.1343375,0.3116666666666667,0.3188125
365,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,2485,True,27.708333333333332,75.83333333333333,0.6158333333333333,0.22015416666666665,0.41,0.4141208333333333
366,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,2294,True,28.583333333333332,67.0,0.6925,0.19216666666666668,0.37000000000000005,0.37562083333333335
367,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,1951,True,10.608695652173912,74.21739130434783,0.38130434782608696,0.32966521739130433,0.27304347826086955,0.25230434782608696
368,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,2236,True,3.7083333333333335,89.45833333333333,0.44125,0.36567083333333333,0.15,0.126275
369,2012-01-04,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,2368,True,3.9583333333333335,94.70833333333333,0.4145833333333333,0.1847,0.1075,0.1193375
370,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,3272,True,5.833333333333333,130.5,0.5241666666666667,0.1299875,0.2658333333333333,0.2784125
371,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,4098,True,12.791666666666666,157.95833333333334,0.5420833333333334,0.16790833333333333,0.33416666666666667,0.34026666666666666
372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,4521,True,44.583333333333336,143.79166666666666,0.5316666666666666,0.17475833333333335,0.3933333333333333,0.3907791666666667
373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,3425,True,24.958333333333332,117.75,0.465,0.19154166666666664,0.33749999999999997,0.34025833333333333
374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,2376,True,4.416666666666667,94.58333333333333,0.7016666666666667,0.0989,0.22416666666666665,0.24747916666666667
375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,3598,True,7.521739130434782,148.91304347826087,0.6465217391304349,0.18755217391304346,0.30869565217391304,0.31882608695652176
376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,2177,True,3.8333333333333335,86.875,0.8475,0.13122083333333334,0.27416666666666667,0.28282083333333335
377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,4097,True,11.208333333333334,159.5,0.8029166666666666,0.1809666666666667,0.3825,0.3819375
378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,3214,True,7.25,126.66666666666667,0.5075,0.3781083333333333,0.27416666666666667,0.24936250000000001
379,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,2493,True,13.875,90.0,0.4575,0.18718333333333334,0.18000000000000002,0.1830875
380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,2311,True,11.833333333333334,84.45833333333333,0.4191666666666667,0.2512583333333333,0.16666666666666666,0.161625
381,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,2298,True,9.041666666666666,86.70833333333333,0.5225,0.23135833333333333,0.19000000000000003,0.19066249999999998
382,2012-01-17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,2935,True,5.521739130434782,122.08695652173913,0.716086956521739,0.3491304347826087,0.3730434782608696,0.36427826086956516
383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,3376,True,4.541666666666667,136.125,0.44333333333333336,0.4154291666666667,0.30333333333333334,0.27525416666666663
384,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,3292,True,5.416666666666667,131.75,0.4975,0.22015833333333334,0.19000000000000003,0.1900375
385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,3163,True,4.791666666666667,127.0,0.45,0.20274999999999999,0.2175,0.22095833333333334
386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,1301,True,2.7916666666666665,51.416666666666664,0.8312499999999999,0.22264166666666665,0.17333333333333334,0.174875
387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,1977,True,8.166666666666666,74.20833333333333,0.79625,0.1996375,0.1625,0.16224999999999998
388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,2432,True,6.041666666666667,95.29166666666667,0.91125,0.11070833333333334,0.21833333333333335,0.24305833333333335
389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,4339,True,18.291666666666668,162.5,0.8358333333333333,0.12376666666666668,0.3425,0.34910833333333335
390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,4270,True,19.458333333333332,158.45833333333334,0.6437499999999999,0.16107083333333333,0.2941666666666667,0.2948208333333333
391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,4075,True,10.166666666666666,159.625,0.7695833333333333,0.07339583333333334,0.34166666666666673,0.35605
392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,3456,True,11.208333333333334,132.79166666666666,0.74125,0.3426666666666667,0.425,0.4153833333333334
393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,4023,True,32.291666666666664,135.33333333333334,0.5433333333333333,0.21082916666666665,0.31583333333333335,0.32637916666666666
394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,3243,True,23.25,111.875,0.31125,0.24004999999999999,0.28250000000000003,0.27272083333333336
395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,3624,True,5.25,145.75,0.4008333333333333,0.2157916666666667,0.26916666666666667,0.262625
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,4509,True,13.5,174.375,0.4166666666666667,0.26181666666666664,0.38999999999999996,0.3813166666666667
397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,4579,True,12.666666666666666,178.125,0.5079166666666667,0.1890666666666667,0.4691666666666667,0.4665375
398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,3761,True,7.916666666666667,148.79166666666666,0.6729166666666666,0.18718749999999998,0.39916666666666667,0.39897083333333333
399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,4151,True,12.916666666666666,160.04166666666666,0.5266666666666667,0.17849583333333333,0.31333333333333335,0.3093458333333333
400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,2832,True,16.0,102.0,0.7795833333333334,0.12189583333333333,0.26416666666666666,0.272725
401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,2947,True,13.25,109.54166666666667,0.6879166666666667,0.17599583333333335,0.2658333333333333,0.2645208333333333
402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,3784,True,8.956521739130435,155.56521739130434,0.6221739130434782,0.1538,0.2826086956521739,0.29642608695652173
403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,4375,True,8.291666666666666,174.0,0.49625,0.14737916666666667,0.3541666666666667,0.3611041666666666
404,2012-02-08,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,2802,True,4.541666666666667,112.20833333333333,0.7229166666666668,0.13372083333333332,0.25666666666666665,0.26642083333333333
405,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,3830,True,6.791666666666667,152.79166666666666,0.5620833333333334,0.1940375,0.265,0.2619875
406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,3831,True,9.458333333333334,150.16666666666666,0.54,0.11692916666666668,0.2808333333333333,0.2935583333333333
407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,2169,True,8.0,82.375,0.7312500000000001,0.2897958333333333,0.22416666666666665,0.21086666666666667
